S1 Load	S2 Load	S3 Load
1178	1178	1178
1193	1193	1193
1186	1186	1186
1194	1194	1194
1192	1192	1192
1181	1181	1181
1180	1180	1180
1183	1183	1183
1173	1173	1173
1187	1187	1187
1195	1195	1195
1186	1186	1186
1185	1185	1185
1195	1195	1195
1181	1181	1181
1180	1180	1180
1183	1183	1183
1187	1187	1187
1191	1191	1191
1189	1189	1189
1187	1187	1187
1181	1181	1181
1180	1180	1180
1183	1183	1183
1187	1187	1187
1195	1195	1195
1195	1195	1195
1196	1196	1196
1186	1186	1186
1186	1186	1186
1184	1184	1184
1203	1203	1203
1183	1183	1183
1184	1184	1184
1185	1185	1185
1190	1190	1190
1184	1184	1184
1190	1190	1190
1184	1184	1184
1174	1174	1174
1177	1177	1177
1193	1193	1193
1177	1177	1177
1182	1182	1182
1197	1197	1197
1180	1180	1180
1183	1183	1183
1179	1179	1179
1179	1179	1179
1178	1178	1178
1186	1186	1186
1192	1192	1192
1197	1197	1197
1189	1189	1189
1195	1195	1195
1183	1183	1183
1177	1177	1177
1186	1186	1186
1182	1182	1182
1190	1190	1190
1172	1172	1172
1194	1194	1194
1176	1176	1176
1190	1190	1190
