S1 Load	S2 Load	S3 Load
1199	1199	1199
1195	1195	1195
1205	1205	1205
1212	1212	1212
1204	1204	1204
1205	1205	1205
1203	1203	1203
1212	1212	1212
1191	1191	1191
1191	1191	1191
1209	1209	1209
1199	1199	1199
1195	1195	1195
1200	1200	1200
1204	1204	1204
1202	1202	1202
1196	1196	1196
1183	1183	1183
1207	1207	1207
1197	1197	1197
1211	1211	1211
1207	1207	1207
1194	1194	1194
1197	1197	1197
1199	1199	1199
1201	1201	1201
1197	1197	1197
1196	1196	1196
1200	1200	1200
1204	1204	1204
1212	1212	1212
1201	1201	1201
1196	1196	1196
1206	1206	1206
1208	1208	1208
1198	1198	1198
1214	1214	1214
1202	1202	1202
1202	1202	1202
1204	1204	1204
1204	1204	1204
1206	1206	1206
1201	1201	1201
1197	1197	1197
1205	1205	1205
1192	1192	1192
1208	1208	1208
1199	1199	1199
1205	1205	1205
1209	1209	1209
1189	1189	1189
1204	1204	1204
1195	1195	1195
1199	1199	1199
1221	1221	1221
1219	1219	1219
1209	1209	1209
1207	1207	1207
1219	1219	1219
1199	1199	1199
1199	1199	1199
1209	1209	1209
1202	1202	1202
1201	1201	1201
