S1 Load	S2 Load	S3 Load
1213	1213	1213
1210	1210	1210
1207	1207	1207
1198	1198	1198
1226	1226	1226
1224	1224	1224
1201	1201	1201
1211	1211	1211
1211	1211	1211
1216	1216	1216
1207	1207	1207
1222	1222	1222
1214	1214	1214
1210	1210	1210
1203	1203	1203
1210	1210	1210
1220	1220	1220
1218	1218	1218
1209	1209	1209
1227	1227	1227
1211	1211	1211
1208	1208	1208
1205	1205	1205
1206	1206	1206
1205	1205	1205
1218	1218	1218
1215	1215	1215
1212	1212	1212
1207	1207	1207
1221	1221	1221
1210	1210	1210
1213	1213	1213
1221	1221	1221
1219	1219	1219
1207	1207	1207
1217	1217	1217
1211	1211	1211
1217	1217	1217
1216	1216	1216
1225	1225	1225
1205	1205	1205
1220	1220	1220
1217	1217	1217
1214	1214	1214
1218	1218	1218
1224	1224	1224
1205	1205	1205
1205	1205	1205
1219	1219	1219
1191	1191	1191
1200	1200	1200
1228	1228	1228
1210	1210	1210
1203	1203	1203
1218	1218	1218
1213	1213	1213
1217	1217	1217
1210	1210	1210
1224	1224	1224
1211	1211	1211
1214	1214	1214
1212	1212	1212
1200	1200	1200
1224	1224	1224
