S1 Load	S2 Load	S3 Load
1445	1445	1445
1429	1429	1429
1450	1450	1450
1449	1449	1449
1443	1443	1443
1434	1434	1434
1439	1439	1439
1428	1428	1428
1434	1434	1434
1435	1435	1435
1427	1427	1427
1433	1433	1433
1433	1433	1433
1426	1426	1426
1433	1433	1433
1434	1434	1434
1438	1438	1438
1450	1450	1450
1428	1428	1428
1435	1435	1435
1440	1440	1440
1432	1432	1432
1442	1442	1442
1422	1422	1422
1446	1446	1446
1444	1444	1444
1443	1443	1443
1440	1440	1440
1440	1440	1440
1426	1426	1426
1428	1428	1428
1430	1430	1430
1438	1438	1438
1439	1439	1439
1428	1428	1428
1437	1437	1437
1451	1451	1451
1438	1438	1438
1432	1432	1432
1434	1434	1434
1439	1439	1439
1433	1433	1433
1438	1438	1438
1440	1440	1440
1451	1451	1451
1440	1440	1440
1432	1432	1432
1441	1441	1441
1434	1434	1434
1441	1441	1441
1439	1439	1439
1439	1439	1439
1442	1442	1442
1450	1450	1450
1440	1440	1440
1439	1439	1439
1433	1433	1433
1435	1435	1435
1442	1442	1442
1436	1436	1436
1431	1431	1431
1424	1424	1424
1442	1442	1442
1445	1445	1445
