S1 Load	S2 Load	S3 Load
1540	1540	1540
1521	1521	1521
1518	1518	1518
1532	1532	1532
1513	1513	1513
1529	1529	1529
1553	1553	1553
1538	1538	1538
1529	1529	1529
1540	1540	1540
1535	1535	1535
1528	1528	1528
1530	1530	1530
1543	1543	1543
1549	1549	1549
1508	1508	1508
1526	1526	1526
1538	1538	1538
1536	1536	1536
1531	1531	1531
1533	1533	1533
1524	1524	1524
1530	1530	1530
1520	1520	1520
1523	1523	1523
1523	1523	1523
1510	1510	1510
1520	1520	1520
1506	1506	1506
1532	1532	1532
1555	1555	1555
1527	1527	1527
1526	1526	1526
1547	1547	1547
1516	1516	1516
1535	1535	1535
1536	1536	1536
1540	1540	1540
1529	1529	1529
1519	1519	1519
1520	1520	1520
1540	1540	1540
1510	1510	1510
1516	1516	1516
1531	1531	1531
1534	1534	1534
1529	1529	1529
1516	1516	1516
1532	1532	1532
1548	1548	1548
1530	1530	1530
1528	1528	1528
1551	1551	1551
1529	1529	1529
1510	1510	1510
1523	1523	1523
1534	1534	1534
1524	1524	1524
1526	1526	1526
1526	1526	1526
1540	1540	1540
1540	1540	1540
1518	1518	1518
1525	1525	1525
